Id,Extref_Id,Type,Label
156,conf/sigmod/DoRD99,0,Prabhu Ram
157,conf/sigmod/DoRD99,0,Pamela Drew
158,304248,0,Thomas Bergstraesser
159,304248,0,Philip A. Bernstein
160,304248,0,Shankar Pal
161,304248,0,David Shutt
162,conf/sigmod/BergstraesserBPS99,0,Shankar Pal
163,conf/sigmod/BergstraesserBPS99,0,Thomas Bergstraesser
164,conf/sigmod/BergstraesserBPS99,0,Philip A. Bernstein
165,conf/sigmod/BergstraesserBPS99,0,David Shutt
166,304569,0,Stefano M. Trisolini
167,304569,0,Maurizio Lenzerini
168,304569,0,Daniele Nardi
169,conf/sigmod/TrisoliniLN99,0,Daniele Nardi
170,conf/sigmod/TrisoliniLN99,0,Maurizio Lenzerini
171,conf/sigmod/TrisoliniLN99,0,Stefano Trisolini
172,304568,0,Matthias Jarke
173,304568,0,Christoph Quix
174,304568,0,Guido Blees
175,304568,0,Dirk Lehmann
176,304568,0,Gunter Michalk
177,304568,0,Stefan Stierl
178,conf/sigmod/JarkeQBLMS99,0,Matthias Jarke
179,conf/sigmod/JarkeQBLMS99,0,Dirk Lehmann
180,conf/sigmod/JarkeQBLMS99,0,Gunter Michalk
181,conf/sigmod/JarkeQBLMS99,0,Guido Blees
182,conf/sigmod/JarkeQBLMS99,0,Stefan Striel
183,conf/sigmod/JarkeQBLMS99,0,Christoph Quix
184,304579,0,E. A. Rundensteiner
185,304579,0,K. Claypool
186,304579,0,M. Li
187,304579,0,L. Chen
188,304579,0,Z. Zhang
189,304579,0,C. Natarajan
190,304579,0,J. Jin
191,304579,0,S. De Lima
192,304579,0,S. Weiner
193,conf/sigmod/RundensteinerCLCZNJLW99,0,Stacia De Lima
194,conf/sigmod/RundensteinerCLCZNJLW99,0,Li Chen
195,conf/sigmod/RundensteinerCLCZNJLW99,0,Ming Li
196,conf/sigmod/RundensteinerCLCZNJLW99,0,S. Weiner
197,conf/sigmod/RundensteinerCLCZNJLW99,0,Chandrakant Natarajan
198,conf/sigmod/RundensteinerCLCZNJLW99,0,Elke A. Rundensteiner
199,conf/sigmod/RundensteinerCLCZNJLW99,0,Xin Zhang
200,conf/sigmod/RundensteinerCLCZNJLW99,0,Kajal T. Claypool
201,conf/sigmod/RundensteinerCLCZNJLW99,0,Jing Jin
202,304578,0,Wen-Syan Li
203,304578,0,Quoc Vu
204,304578,0,Edward Chang
205,304578,0,Divyakant Agrawal
206,304578,0,Kyoji Hirata
207,304578,0,Sougata Mukherjea
208,304578,0,Yi-Leh Wu
209,304578,0,Corey Bufi
210,304578,0,Chen-Chuan Kevin Chang
211,304578,0,Yoshinori Hara
212,304578,0,Reiko Ito
213,304578,0,Yutaka Kimura
214,304578,0,Kezuyuki Shimazu
215,304578,0,Yukiyoshi Saito
216,conf/sigmod/LiVCAHMWBCHIKSS99,0,Kazuyuki Shimazu
217,conf/sigmod/LiVCAHMWBCHIKSS99,0,Sougata Mukherjea
218,conf/sigmod/LiVCAHMWBCHIKSS99,0,Yi-Leh Wu
219,conf/sigmod/LiVCAHMWBCHIKSS99,0,Divyakant Agrawal
220,conf/sigmod/LiVCAHMWBCHIKSS99,0,Kyoji Hirata
221,conf/sigmod/LiVCAHMWBCHIKSS99,0,Yukiyoshi Saito
222,conf/sigmod/LiVCAHMWBCHIKSS99,0,Quoc Vu
223,conf/sigmod/LiVCAHMWBCHIKSS99,0,Corey Bufi
224,conf/sigmod/LiVCAHMWBCHIKSS99,0,Wen-Syan Li
225,conf/sigmod/LiVCAHMWBCHIKSS99,0,Kevin Chen-Chuan Chang
226,conf/sigmod/LiVCAHMWBCHIKSS99,0,Edward Y. Chang
227,conf/sigmod/LiVCAHMWBCHIKSS99,0,Reiko Ito
228,conf/sigmod/LiVCAHMWBCHIKSS99,0,Yoshinori Hara
229,conf/sigmod/LiVCAHMWBCHIKSS99,0,Yutaka Kimura
230,304581,0,Swarup Acharya
231,304581,0,Phillip B. Gibbons
232,304581,0,Viswanath Poosala
233,304581,0,Sridhar Ramaswamy
234,conf/sigmod/AcharyaGPR99,0,Sridhar Ramaswamy
235,conf/sigmod/AcharyaGPR99,0,Swarup Acharya
236,conf/sigmod/AcharyaGPR99,0,Phillip B. Gibbons
237,conf/sigmod/AcharyaGPR99,0,Viswanath Poosala
238,304580,0,Tong Zhou
239,304580,0,Ling Liu
240,304580,0,Calton Pu
241,conf/sigmod/ZhouLP99,0,Ling Liu
242,conf/sigmod/ZhouLP99,0,Calton Pu
243,conf/sigmod/ZhouLP99,0,Tong Zhou
244,304575,0,Raymond Ng
245,304575,0,Laks V. S. Lakshmanan
246,304575,0,Jiawei Han
247,304575,0,Teresa Mah
248,conf/sigmod/NgLHM99,0,Jiawei Han
249,conf/sigmod/NgLHM99,0,Teresa Mah
250,conf/sigmod/NgLHM99,0,Laks V. S. Lakshmanan
251,conf/sigmod/NgLHM99,0,Raymond T. Ng
252,304574,0,A. Koeller
253,304574,0,X. Zhang
254,304574,0,A. J. Lee
255,304574,0,A. Nica
256,304574,0,A. Van Wyk
257,304574,0,Y. Lee
258,conf/sigmod/RundensteinerKZWLLN99,0,Andreas Koeller
259,conf/sigmod/RundensteinerKZWLLN99,0,Amy J. Lee
260,conf/sigmod/RundensteinerKZWLLN99,0,Anisoara Nica
261,conf/sigmod/RundensteinerKZWLLN99,0,Amber van Wyk
262,conf/sigmod/RundensteinerKZWLLN99,0,Yong Li
263,304577,0,Roger Barga
264,304577,0,David B. Lomet
265,conf/sigmod/BargaL99,0,David B. Lomet
266,conf/sigmod/BargaL99,0,Roger S. Barga
267,304576,0,Brad Adelberg
268,304576,0,Matthew Denny
269,conf/sigmod/AdelbergD99,0,Brad Adelberg
270,conf/sigmod/AdelbergD99,0,Matthew Denny
271,304235,0,Vishu Krishnamurthy
272,304235,0,Sandeepan Banerjee
273,304235,0,Anil Nori
274,conf/sigmod/KrishnamurthyBN99,0,Anil Nori
275,conf/sigmod/KrishnamurthyBN99,0,Vishu Krishnamurthy
276,conf/sigmod/KrishnamurthyBN99,0,Sandeepan Banerjee
277,304236,0,Paul Brown
278,conf/sigmod/Brown99,0,Paul Brown
279,304233,0,Dan Suciu
280,conf/sigmod/Suciu99,0,Dan Suciu
281,304234,0,M. Carey
282,304234,0,D. Chamberlin
283,304234,0,D. Doole
284,304234,0,S. Rielau
285,304234,0,N. Mattos
286,304234,0,S. Narayanan
287,304234,0,B. Vance
288,304234,0,R. Swagerman
289,conf/sigmod/CareyCNVDRSM99,0,Richard Swagerman
290,conf/sigmod/CareyCNVDRSM99,0,Nelson Mendonça Mattos
291,conf/sigmod/CareyCNVDRSM99,0,Michael J. Carey
292,conf/sigmod/CareyCNVDRSM99,0,Srinivasa Narayanan
293,conf/sigmod/CareyCNVDRSM99,0,Bennet Vance
294,conf/sigmod/CareyCNVDRSM99,0,Doug Doole
295,conf/sigmod/CareyCNVDRSM99,0,Serge Rielau
296,conf/sigmod/CareyCNVDRSM99,0,Donald D. Chamberlin
297,304231,0,Soumen Chakrabarti
298,conf/sigmod/Chakrabarti99,0,Soumen Chakrabarti
299,304232,0,Alexander Hinneburg
300,304232,0,Daniel A. Keim
301,conf/sigmod/HinneburgK99,0,Alexander Hinneburg
302,conf/sigmod/HinneburgK99,0,Daniel A. Keim
303,304230,0,C. Mohan
304,conf/sigmod/Mohan99,0,C. Mohan
305,304243,0,Brad Hammond
306,conf/sigmod/Hammond99,0,Brad Hammond
307,304244,0,CORPORATE TimesTen Team
308,conf/sigmod/Team99,0,Times-Ten Team
309,304241,0,Walt Kohler
310,conf/sigmod/Kohler99,0,Walt Kohler
311,304242,0,Rick Greer
312,conf/sigmod/Greer99,0,Rick Greer
313,304239,0,J. Baulier
314,304239,0,P. Bohannon
315,304239,0,S. Gogate
316,304239,0,C. Gupta
317,304239,0,S. Haldar
318,conf/sigmod/BaulierBGGHJKKMMNNRSSSWW99,0,P. P. S. Narayan
319,conf/sigmod/BaulierBGGHJKKMMNNRSSSWW99,0,S. Sudarshan
320,conf/sigmod/BaulierBGGHJKKMMNNRSSSWW99,0,S. Gogate
321,conf/sigmod/BaulierBGGHJKKMMNNRSSSWW99,0,J. Miller
322,conf/sigmod/BaulierBGGHJKKMMNNRSSSWW99,0,Abraham Silberschatz
323,conf/sigmod/BaulierBGGHJKKMMNNRSSSWW99,0,C. Gupta
324,conf/sigmod/BaulierBGGHJKKMMNNRSSSWW99,0,Jerry Baulier
325,conf/sigmod/BaulierBGGHJKKMMNNRSSSWW99,0,M. Wilder
326,conf/sigmod/BaulierBGGHJKKMMNNRSSSWW99,0,Henry F. Korth
327,conf/sigmod/BaulierBGGHJKKMMNNRSSSWW99,0,Peter McIlroy
328,conf/sigmod/BaulierBGGHJKKMMNNRSSSWW99,0,S. Haldar
329,conf/sigmod/BaulierBGGHJKKMMNNRSSSWW99,0,S. Seshadri
330,conf/sigmod/BaulierBGGHJKKMMNNRSSSWW99,0,Philip Bohannon
331,conf/sigmod/BaulierBGGHJKKMMNNRSSSWW99,0,C. Wei
332,conf/sigmod/BaulierBGGHJKKMMNNRSSSWW99,0,A. Khivesera
333,conf/sigmod/BaulierBGGHJKKMMNNRSSSWW99,0,S. Joshi
334,conf/sigmod/BaulierBGGHJKKMMNNRSSSWW99,0,Rajeev Rastogi
335,conf/sigmod/BaulierBGGHJKKMMNNRSSSWW99,0,M. Nemeth
336,304240,0,K. V. Ravi Kanth
337,304240,0,Siva Ravada
338,304240,0,Jayant Sharma
339,304240,0,Jay Banerjee
340,conf/sigmod/KanthRSB99,0,Jayant Sharma
341,conf/sigmod/KanthRSB99,0,Kothuri Venkata Ravi Kanth
342,conf/sigmod/KanthRSB99,0,Jay Banerjee
343,conf/sigmod/KanthRSB99,0,Siva Ravada
344,304220,0,Alin Deutsch
345,304220,0,Mary Fernandez
346,conf/sigmod/DeutschFS99,0,Alin Deutsch
347,conf/sigmod/DeutschFS99,0,Mary F. Fernandez
348,304218,0,Charu C. Aggarwal
349,304218,0,Joel L. Wolf
350,304218,0,Philip S. Yu
351,conf/sigmod/AggarwalWY99,0,Joel L. Wolf
352,conf/sigmod/AggarwalWY99,0,Charu C. Aggarwal
353,conf/sigmod/AggarwalWY99,0,Philip S. Yu
354,304217,0,Apostol Natsev
355,304217,0,Rajeev Rastogi
356,304217,0,Kyuseok Shim
357,conf/sigmod/NatsevRS99,0,Kyuseok Shim
358,conf/sigmod/NatsevRS99,0,Apostol Natsev
359,304216,0,Wilburt Juan Labio
360,304216,0,Ramana Yerneni
361,304216,0,Hector Garcia-Molina
362,conf/sigmod/LabioYG99,0,Hector Garcia-Molina
363,conf/sigmod/LabioYG99,0,Ramana Yerneni
364,conf/sigmod/LabioYG99,0,Wilburt Labio
365,304214,0,Kevin Beyer
366,304214,0,Raghu Ramakrishnan
367,conf/sigmod/BeyerR99,0,Kevin S. Beyer
368,conf/sigmod/BeyerR99,0,Raghu Ramakrishnan
369,304228,0,M. Tamer &#214;zsu
370,conf/sigmod/Ozsu99,0,M. Tamer Özsu
371,304227,0,Minos N. Garofalakis
372,conf/sigmod/GarofalakisRRS99,0,Minos N. Garofalakis
373,304225,0,Hasan Davulcu
374,304225,0,Juliana Freire
375,304225,0,Michael Kifer
376,304225,0,I. V. Ramakrishnan
377,conf/sigmod/DavulcuFKR99,0,Hasan Davulcu
378,conf/sigmod/DavulcuFKR99,0,Michael Kifer
379,conf/sigmod/DavulcuFKR99,0,I. V. Ramakrishnan
380,conf/sigmod/DavulcuFKR99,0,Juliana Freire
381,304224,0,Jamie Callan
382,304224,0,Margaret Connell
383,304224,0,Aiqun Du
384,conf/sigmod/CallanCD99,0,Aiqun Du
385,conf/sigmod/CallanCD99,0,James P. Callan
386,conf/sigmod/CallanCD99,0,Margaret E. Connell
387,304223,0,D. W. Embley
388,304223,0,Y. Jiang
389,304223,0,Y.-K. Ng
390,conf/sigmod/EmbleyJN99,0,Yiu-Kai Ng
391,conf/sigmod/EmbleyJN99,0,Y. S. Jiang
392,conf/sigmod/EmbleyJN99,0,David W. Embley
393,304222,0,Vasilis Vassalos
394,conf/sigmod/PapakonstantinouV99,0,Vasilis Vassalos
395,304221,0,Chen Li
396,304221,0,Jeffrey Ullman
397,conf/sigmod/YerneniLGU99,0,Chen Li
398,conf/sigmod/YerneniLGU99,0,Jeffrey D. Ullman
399,335379,0,Janet L. Wiener
400,335379,0,Vlad Gorelik
401,conf/sigmod/LabioWGG00,0,Vlad Gorelik
402,conf/sigmod/LabioWGG00,0,Janet L. Wiener
403,335381,0,Mohana K. Lakhamraju
404,335381,0,S. Seshadri
405,335381,0,S. Sudarshan
406,conf/sigmod/LakhamrajuRSS00,0,Mohana Krishna Lakhamraju
407,335384,0,Christopher R. Palmer
408,335384,0,Christos Faloutsos
409,conf/sigmod/PalmerF00,0,Christopher R. Palmer
410,conf/sigmod/PalmerF00,0,Christos Faloutsos
411,335388,0,Markus M. Breunig
412,335388,0,Hans-Peter Kriegel
413,335388,0,Raymond T. Ng
414,335388,0,J&#246;rg Sander
415,conf/sigmod/BreunigKNS00,0,Hans-Peter Kriegel
416,conf/sigmod/BreunigKNS00,0,Markus M. Breunig
417,conf/sigmod/BreunigKNS00,0,Jörg Sander
418,335390,0,Markos Zaharioudakis
419,335390,0,Roberta Cochrane
420,335390,0,George Lapis
421,335390,0,Hamid Pirahesh
422,335390,0,Monica Urata
423,conf/sigmod/ZaharioudakisCLPU00,0,Roberta Cochrane
424,conf/sigmod/ZaharioudakisCLPU00,0,Hamid Pirahesh
425,conf/sigmod/ZaharioudakisCLPU00,0,Monica Urata
426,conf/sigmod/ZaharioudakisCLPU00,0,Markos Zaharioudakis
427,conf/sigmod/ZaharioudakisCLPU00,0,George Lapis
428,335391,0,Junghoo Cho
429,conf/sigmod/ChoG00,0,Junghoo Cho
430,335393,0,Kenneth Salem
431,335393,0,Bruce Lindsay
432,conf/sigmod/SalemBCL00,0,Kenneth Salem
433,conf/sigmod/SalemBCL00,0,Bruce G. Lindsay
434,335395,0,Vassilis Christophides
435,335395,0,Sophie Cluet
436,335395,0,J&#233;r&#466;me Sim&#232;on
437,conf/sigmod/ChristophidesCS00,0,Jérôme Siméon
438,conf/sigmod/ChristophidesCS00,0,Vassilis Christophides
439,conf/sigmod/ChristophidesCS00,0,Sophie Cluet
440,335405,0,Hartmut Liefke
441,conf/sigmod/LiefkeS00,0,Hartmut Liefke
442,335409,0,Minos Garofalakis
443,335409,0,Aristides Gionis
444,conf/sigmod/GarofalakisGRSS00,0,Aristides Gionis
445,335412,0,Bernhard Seeger
446,335412,0,Agma Traina
447,335412,0,Caetano Traina
448,335412,0,Jr.
449,conf/sigmod/FaloutsosSTT00,0,Bernhard Seeger
450,conf/sigmod/FaloutsosSTT00,0,Caetano Traina Jr.
451,conf/sigmod/FaloutsosSTT00,0,Agma J. M. Traina
452,335413,0,Manuel Rodr&#237;guez-Mart&#237;nez
453,conf/sigmod/RodriguezR00,0,Manuel Rodriguez-Martinez
454,335414,0,Antonio Corral
455,335414,0,Yannis Manolopoulos
456,335414,0,Yannis Theodoridis
457,335414,0,Michael Vassilakopoulos
458,conf/sigmod/CorralMTV00,0,Yannis Theodoridis
459,conf/sigmod/CorralMTV00,0,Yannis Manolopoulos
460,conf/sigmod/CorralMTV00,0,Antonio Corral
461,conf/sigmod/CorralMTV00,0,Michael Vassilakopoulos
462,335415,0,Flip Korn
463,335415,0,S. Muthukrishnan
464,conf/sigmod/KornM00,0,S. Muthukrishnan
465,conf/sigmod/KornM00,0,Flip Korn
466,331986,0,Krishnamurty Muralidhar
467,331986,0,Rathindra Sarathy
468,journals/tods/MuralidharS99,0,Krishnamurty Muralidhar
469,journals/tods/MuralidharS99,0,Rathindra Sarathy
470,331984,0,Debabrata Dey
471,331984,0,Veda C. Storey
472,331984,0,Terence M. Barron
473,journals/tods/DeySB99,0,Veda C. Storey
474,journals/tods/DeySB99,0,Terence M. Barron
475,journals/tods/DeySB99,0,Debabrata Dey
476,331992,0,Tak W. Yan
477,journals/tods/YanG99,0,Tak W. Yan
478,331989,0,Yair Wand
479,331989,0,Ron Weber
480,journals/tods/WandSW99,0,Yair Wand
481,journals/tods/WandSW99,0,Ron Weber
482,333609,0,Andrew Frank
483,333609,0,Stephane Grumbach
484,333609,0,Ralf Hartmut G&#252;ting
485,333609,0,Christian S. Jensen
486,333609,0,Manolis Koubarakis
487,333609,0,Nikos Lorentzos
488,333609,0,Enrico Nardelli
489,333609,0,Barbara Pernici
490,333609,0,Hans-J&#246;rg Schek
491,333609,0,Michel Scholl
492,333609,0,Timos Sellis
493,333609,0,Babis Theodoulidis
494,333609,0,Peter Widmayer
495,journals/sigmod/FrankGGJKLMNPSSSTW99,0,Enrico Nardelli
496,journals/sigmod/FrankGGJKLMNPSSSTW99,0,Timos K. Sellis
497,journals/sigmod/FrankGGJKLMNPSSSTW99,0,Andrew U. Frank
498,journals/sigmod/FrankGGJKLMNPSSSTW99,0,Stéphane Grumbach
499,journals/sigmod/FrankGGJKLMNPSSSTW99,0,Hans-Jörg Schek
500,journals/sigmod/FrankGGJKLMNPSSSTW99,0,Manolis Koubarakis
501,journals/sigmod/FrankGGJKLMNPSSSTW99,0,Michel Scholl
502,journals/sigmod/FrankGGJKLMNPSSSTW99,0,Ralf Hartmut Güting
503,journals/sigmod/FrankGGJKLMNPSSSTW99,0,Barbara Pernici
504,journals/sigmod/FrankGGJKLMNPSSSTW99,0,Christian S. Jensen
505,journals/sigmod/FrankGGJKLMNPSSSTW99,0,Nikos A. Lorentzos
506,journals/sigmod/FrankGGJKLMNPSSSTW99,0,Babis Theodoulidis
507,journals/sigmod/FrankGGJKLMNPSSSTW99,0,Peter Widmayer
508,333608,0,S. Conrad
509,333608,0,W. Hasselbring
510,333608,0,U. Hohenstein
511,333608,0,R.-D. Kutsche
512,333608,0,M. Roantree
513,333608,0,G. Saake
514,333608,0,F. Saltor
515,journals/sigmod/ConradHHKRSS99,0,Fèlix Saltor
516,journals/sigmod/ConradHHKRSS99,0,Uwe Hohenstein
517,journals/sigmod/ConradHHKRSS99,0,Ralf-Detlef Kutsche
518,journals/sigmod/ConradHHKRSS99,0,Wilhelm Hasselbring
519,journals/sigmod/ConradHHKRSS99,0,Gunter Saake
520,journals/sigmod/ConradHHKRSS99,0,Stefan Conrad
521,journals/sigmod/ConradHHKRSS99,0,Mark Roantree
522,333611,0,Arnon Rosenthal
523,333611,0,Edward Sciore
524,journals/sigmod/RosenthalS99,0,Arnon Rosenthal
525,journals/sigmod/RosenthalS99,0,Edward Sciore
526,333610,0,Jihad Boulos
527,333610,0,Kinji Ono
528,journals/sigmod/BoulosO99,0,Kinji Ono
529,journals/sigmod/BoulosO99,0,Jihad Boulos
530,333615,0,Ruxandra Domenig
531,333615,0,Klaus R. Dittrich
532,journals/sigmod/DomenigD99,0,Klaus R. Dittrich
533,journals/sigmod/DomenigD99,0,Ruxandra Domenig
534,333614,0,Mark Papiani
535,333614,0,Jasmin L. Wason
536,333614,0,Alistair N. Dunlop
537,333614,0,Denis A. Nicole
538,journals/sigmod/PapianiWDN99,0,Alistair N. Dunlop
539,journals/sigmod/PapianiWDN99,0,Jasmin L. Wason
540,journals/sigmod/PapianiWDN99,0,Denis A. Nicole
541,journals/sigmod/PapianiWDN99,0,Mark Papiani
542,335372,0,Jian Pei
543,335372,0,Yiwen Yin
544,conf/sigmod/HanPY00,0,Jian Pei
545,conf/sigmod/HanPY00,0,Yiwen Yin
546,333616,0,Le Gruenwald
547,333616,0,Leonard Brown
548,333616,0,Ravi Dirckze
549,333616,0,Sylvain Guinepain
550,333616,0,Carlos Sanchez
551,333616,0,Brian Summers
552,333616,0,Sirirut Vanichayobon
553,journals/sigmod/GruenwaldBDGSSV99,0,Sirirut Vanichayobon
554,journals/sigmod/GruenwaldBDGSSV99,0,Leonard Brown
555,journals/sigmod/GruenwaldBDGSSV99,0,Ravi A. Dirckze
556,journals/sigmod/GruenwaldBDGSSV99,0,Sylvain Guinepain
557,journals/sigmod/GruenwaldBDGSSV99,0,Carlos Sánchez
558,journals/sigmod/GruenwaldBDGSSV99,0,Le Gruenwald
559,journals/sigmod/GruenwaldBDGSSV99,0,Brian Summers
560,335376,0,Pradeep Shenoy
561,335376,0,Jayant R. Haritsa
